,iteracion,path,distancia
1328,1328,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1329,1329,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1330,1330,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1331,1331,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1332,1332,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1333,1333,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1334,1334,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1335,1335,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1336,1336,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1337,1337,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1338,1338,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1339,1339,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1340,1340,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1341,1341,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1342,1342,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1343,1343,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1344,1344,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1345,1345,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1346,1346,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1347,1347,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1348,1348,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1349,1349,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1350,1350,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1351,1351,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1352,1352,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1353,1353,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1354,1354,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1355,1355,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1356,1356,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1357,1357,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1358,1358,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1359,1359,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1360,1360,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1361,1361,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1362,1362,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1363,1363,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1364,1364,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1365,1365,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1366,1366,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1367,1367,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1368,1368,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1369,1369,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1370,1370,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1371,1371,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1372,1372,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1373,1373,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1374,1374,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1375,1375,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1376,1376,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1377,1377,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1378,1378,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1379,1379,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1380,1380,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1381,1381,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1382,1382,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1383,1383,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1384,1384,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1385,1385,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1386,1386,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1387,1387,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1388,1388,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1389,1389,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1390,1390,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1391,1391,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1392,1392,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1393,1393,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1394,1394,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1395,1395,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1396,1396,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1397,1397,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1398,1398,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1399,1399,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1400,1400,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1401,1401,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1402,1402,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1403,1403,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1404,1404,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1405,1405,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1406,1406,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1407,1407,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1408,1408,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1409,1409,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1410,1410,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1411,1411,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1412,1412,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1413,1413,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1414,1414,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1415,1415,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1416,1416,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1417,1417,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1418,1418,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1419,1419,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1420,1420,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1421,1421,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1422,1422,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1423,1423,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1424,1424,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1425,1425,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1426,1426,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1427,1427,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1428,1428,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1429,1429,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1430,1430,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1431,1431,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1432,1432,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1433,1433,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1434,1434,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1435,1435,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1436,1436,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1437,1437,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1438,1438,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1439,1439,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1440,1440,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1441,1441,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1442,1442,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1443,1443,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1444,1444,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1445,1445,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1446,1446,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1447,1447,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1448,1448,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1449,1449,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1450,1450,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1451,1451,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1452,1452,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1453,1453,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1454,1454,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1455,1455,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1456,1456,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1457,1457,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1458,1458,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1459,1459,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1460,1460,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1461,1461,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1462,1462,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1463,1463,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1464,1464,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1465,1465,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1466,1466,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1467,1467,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1468,1468,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1469,1469,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1470,1470,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1471,1471,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1472,1472,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1473,1473,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1474,1474,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1475,1475,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1476,1476,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1477,1477,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1478,1478,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1479,1479,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1480,1480,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1481,1481,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1482,1482,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1483,1483,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1484,1484,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1485,1485,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1486,1486,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1487,1487,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1488,1488,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1489,1489,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1490,1490,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1491,1491,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1492,1492,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1493,1493,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1494,1494,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1495,1495,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1496,1496,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1497,1497,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1498,1498,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1499,1499,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1500,1500,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1501,1501,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1502,1502,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1503,1503,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1504,1504,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1505,1505,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1506,1506,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1507,1507,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1508,1508,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1509,1509,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1510,1510,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1511,1511,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1512,1512,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1513,1513,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1514,1514,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1515,1515,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1516,1516,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1517,1517,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1518,1518,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1519,1519,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1520,1520,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1521,1521,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1522,1522,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1523,1523,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1524,1524,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1525,1525,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1526,1526,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1527,1527,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1528,1528,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1529,1529,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1530,1530,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1531,1531,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1532,1532,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1533,1533,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1534,1534,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1535,1535,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1536,1536,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1537,1537,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1538,1538,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1539,1539,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1540,1540,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1541,1541,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1542,1542,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1543,1543,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1544,1544,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1545,1545,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1546,1546,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1547,1547,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1548,1548,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1549,1549,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1550,1550,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1551,1551,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1552,1552,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1553,1553,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1554,1554,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1555,1555,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1556,1556,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1557,1557,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1558,1558,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1559,1559,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1560,1560,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1561,1561,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1562,1562,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1563,1563,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1564,1564,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1565,1565,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1566,1566,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1567,1567,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1568,1568,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1569,1569,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1570,1570,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1571,1571,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1572,1572,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1573,1573,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1574,1574,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1575,1575,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1576,1576,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1577,1577,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1578,1578,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1579,1579,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1580,1580,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1581,1581,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1582,1582,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1583,1583,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1584,1584,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1585,1585,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1586,1586,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1587,1587,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1588,1588,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1589,1589,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1590,1590,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1591,1591,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1592,1592,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1593,1593,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1594,1594,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1595,1595,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1596,1596,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1597,1597,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1598,1598,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1599,1599,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1600,1600,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1601,1601,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1602,1602,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1603,1603,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1604,1604,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1605,1605,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1606,1606,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1607,1607,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1608,1608,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1609,1609,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1610,1610,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1611,1611,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1612,1612,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1613,1613,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1614,1614,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1615,1615,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1616,1616,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1617,1617,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
1618,1618,['I' 'F' 'J' 'D' 'G' 'C' 'E' 'A' 'H' 'B'],272
